,answer_id,participant_id,question_id,news_agency,keywords,comment_selection_id,comment_text,recommendation_method,comment_id,good_recommendation
110,111,3,3,NyTimes,"[Greenhouse Gas Emissions, Global Warming, Agriculture and Farming, Carbon Dioxide, Oceans and Seas, Third World and Developing Countries, Mercy Corps, Bangladesh, Marriages]",11,"""I would argue corrupt governments are a much bigger problem.""Your straw man, ""corrupt government"", is not what's submerging the landscape.  Maybe it's just me, but the evidence in this ""fact free"" column seems to suggest that it's seawater.",random,33,False
111,112,3,3,NyTimes,"[Greenhouse Gas Emissions, Global Warming, Agriculture and Farming, Carbon Dioxide, Oceans and Seas, Third World and Developing Countries, Mercy Corps, Bangladesh, Marriages]",11,"All of the countries, the leadership class, had best contemplate what is coming.  From what I can see it's inevitable.  We're looking at sea level rise and, with the vast number of humans living along coastal areas all over this planet, a concomitant disaster of epic proportions is being set up.  Our leadership class; all of us for that matter, need to figure out a way to deal with a concomitant flood of humanity that will be spilling out and away from coastal areas.  You think we have an ""illegal"" immigration problem now?  You haven't seen nuthin' yet.  The forced migrations that are coming will be on an epic scale; almost biblical in their nature.  But this time all of it is not caused by God is it?  So we'd do best to figure out a way to save ourselves because the Creator (with an attitude of ""You've made your bed now lay in it"") will probably not be having any of it.So it goes.John~American Net'Zen",random,32,False
112,113,3,3,NyTimes,"[Greenhouse Gas Emissions, Global Warming, Agriculture and Farming, Carbon Dioxide, Oceans and Seas, Third World and Developing Countries, Mercy Corps, Bangladesh, Marriages]",14,"Jeff Guinn - No, I am not missing anything. As I said, natural systems do not react instantaneously to inputs and most of the CO2 has been input in the last 6 decades.  The most conservative projections by glaciologists who study Greenland and Antarctica is that the rate of increase is going to be non-zero this century. Besides, we know with great certainty that the last time CO2 was at 400 ppm, sea levels were 20 feet higher.  Also remember that sea level rise is not the only indicator of anthropogenic climate change. Temperature data from all over the planet demonstrate that. I would also point out that this paper is but one on the subject and other work shows an upward trending curve (aka acceleration: https://www.epa.gov/climate-indicators/climate-change-indicators-sea-level)http://www.pnas.org/content/113/11/E1434http://academics.eckerd.edu/instructor/hastindw/MS1410-001_FA08/handouts...The paper from PNAS looks back centuries and compared to previous centuries, the 20th century dwarfs sea level changes going back to the first century.",emotion,42,True
113,114,3,3,NyTimes,"[Greenhouse Gas Emissions, Global Warming, Agriculture and Farming, Carbon Dioxide, Oceans and Seas, Third World and Developing Countries, Mercy Corps, Bangladesh, Marriages]",14,"Yes, human beings are extremely adept at ignoring things that we don't want to deal with. It is, unfortunately, human nature to repress awareness of and anxiety about situations that seem hopeless or unchangeable. However, millions of people are acting to lower their carbon dependence and to wake others up to the terror of the situation...and the fact that the worst is not yet inevitable.Wherever you are reading this, there are people who are acting to avert climate catastrophe, and if you can't find them, you can find a thousand organizations online who would be grateful for your support. From the well known (Greenpeace and the Ocean Conservancy) to the cutting edge (2020 or Bust and Citizens' Climate Lobby) there is an organization you can join or contribute dollars to that is actively committed to averting climate disaster. It CAN be done, if enough of us are willing to do it. And as the late environmentalist Edward Abbey pointed out, there is an immediate reward to doing something: “Action is the antidote to despair.”  ",emotion,40,True
114,115,3,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",21,"Yes, it appears to be ""losing"" as more and more women are sold the bill of goods called Feminism, of which abortion is wrapped up in. Legally, there should be consistency, which is if only the woman can ""decide"" about whether to have or not have the baby, then the man should also have the the same decision; he should also have the ""choice"" of whether or not he supports the baby. Currently, all the ""rights"" are bestowed on the woman. If she wants the baby, she gets to keep it and then sue the man for support. If she wants to kill the baby, then she has the right, even if the man doesnt want this for his child. In law, we have a concept called ""consent"" and that is a mutual condition. I further believe that if they couple is not married, the man has no right to claim fatherhood and participate in the childs life (unless he wants to) nor does he have the financial obligation (unless he also wants to). That would put a stop to some reckless behavior. But, unfortunately, BIG ABORT business has bought a lot of power, buying off politicians. They also never just stop at a private decision to abort. Abort immediately drifts from, if it is legal and a right, then someone else must pay, which means, my sons who had no pleasure of the womens company, are obligated to pay for killing of babies not theirs. Remember, legal doesnt mean moral and moral doesnt mean legal, although our laws are based on Judeo-Christian morals (for the time being, but the Sharia folks are hell-bent on changing all that, and just look at their cultures and countries!). Women want ""equity"" or ""equality"" then they should take the full responsibility for their ""reproductive choices.""",random,63,True
115,116,3,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",25,"The very opposite is true. Abortion is a morally complex issue for a large number of reasons. The nature of personhood; individual moral choice; the influence of duress on pregnancy through rape, incest, sexual violence; the conflict of mother and pre born rights; the incursion of State upon personal choice; the availability of social support services, amongst other things.",news-agency,74,True
116,117,3,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",25,"Ah . . . so that case in Texas WASNT about the ""health of the mother"" at all. It was about the fact that the baby was handicapped. And tiny handicapped babies dont deserve protection from the abortionists curette.",news-agency,73,False
117,118,3,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",25,"This decision is absolutely staggering in it's INTENDED consequences. This is what happens when ""deeply held religious beliefs"" supersede common sense. You don't need multiple studies to predict the outcome of this deplorable ruling - HUMAN BEINGS will suffer and die in the name of a God who (if he even exists) is weeping at what we are doing to each other.Whatever happened to the FIRST amendment? Do we live in a theocracy, with ""Christian Sharia Law?""Women will NOT be dragged back to the Middle Ages!There is a massive movement to defund Planned Parenthood. On 2/11 there will be demonstrations outside PP clinics. http://protestpp.com/locations/ A friend of mine has pledged to donate $1 to PP for every PRO-ABORTION protester that shows up at our local clinic. I am far from wealthy but I will do the same. How about you? How much will you pledge? ",news-agency,75,True
118,119,3,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",21,"In your case yes, post partum. Like soon.",random,62,False
119,120,3,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",21,It died the minute Trump became the leader of the party. He is anything but “conservative”,random,61,False
120,121,3,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",10,"If Medicare and Title X reimbursement were not available to patients of PP, PP would either be unable to do the procedure or would, in some cases, charge less money (and take the hit themselves).  Money would not be diverted from the provision of abortions and thus the provision of Medicare and Title X funds doesn't free money for abortions.  Where funds can't be transferred, they aren't fungible.  Your fungibility argument is simplistic and ill-considered.""Finally, your argument presupposes that abortions are available only via PP and nowhere else, a false assumption on its face. ""Your position is ill-informed.  Although PP only does a third of abortions, they are often the only local non-profit provider and can service poorer people that for-profit small clinics can't.  Further, it has been shown that when PP clinics close, other places don't pick up the slack, further substantiating that women who go to it for its services, including abortion, may not have a plethora of alternatives.  Thus, many women would be forced to carry a fetus to term.http://www.vox.com/2015/9/24/9373721/planned-parenthood-go-somewhere-else",news-agency,30,False
121,122,3,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",6,"It amazes me that any segment of our society considers forced gestation-- essentially, giving up a woman's right to control her own body and allowing another ""person"" to control it-- is acceptable.  Forced gestation is slavery.  We don't even force dead people to allow others to use their bodies, even if it will save their lives.  Why do you think women should have fewer rights than dead people? Think about it. ",random,18,True
122,123,3,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",10,"So, its become a numbers game. All those in favor of abortion raise your medical hands. Recall there was a ""medical consensus"" during COVID that was WRONG. Strange how some of us non-medical types knew that (see the real pandemic of 1918). The reality is the baby is a PERSON as DNA indicates separate from the parents as was known for thoouands of years. Then came the ""quickening"" argument at 3 months but the reality would not go away. Now, abortion up to birth. Slippery slope? Of course. Remember the adage ""Give then an inch and theyll take a mile"". Well, here it is. This is a child in the ealiest stages of development - period. ""We hold these truths to be self-evident that all men are created equal and endowed by their creator with certain inalienable rights among them LIFE . . ."" From Document One in the US Organic Laws.",news-agency,28,False
123,124,3,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",6,"Roe was a compromise, and there are more compromises to be had. If the GOP were willing to ban all weapons that look like assault weapons, I'd be willing to say that abortion should unrestricted and on demand for the first 4.5 months of pregnancy, but seriously restricted after that. Everyone walks away unhappy, but lives would be saved and the country would be better for it. ",random,16,False
124,125,3,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",10,"Most of the US has no idea what actually happens (by calculated design and deception) with an abortion, and if they did, all but the psycho/sociopaths would be totally against it. This is why Planned Parenthood and the progressives (both, on the commie-red left, and the labeled-red right) had to destroy Daleiden and bury all of the videos of the disgusting business and ""business dealings"". Abortion is only legal because of the deception perpetrated against the entire population, and especially directed at women ... at the most vulnerable moment in their life. Once the deception is uncovered, then the emotional and psychological healing of the trauma of abortion (which was intentionally directed at would-be mothers by the progressive left) can begin. Babies are good. Killing babies is bad. All is forgiven and every tear will be wiped away ... *if* we repent ,,, and *if* we turn away from the sin ,,, and go and sin no more.",news-agency,29,False
125,126,3,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",6,"C's, let's look at the numbers: In 2012, the CDC reported 1.3% of abortions at 21 weeks or later. That's about 13,000 pregnancy terminations.  For second trimester, Guttmacher reports that 10% of all abortions take place at 13 weeks or later. That's about 100,000 pregnancy terminations. Let's say 75% of those are are within 18 weeks of conception. That still leaves 25,000 terminations at 4.5 months or later (including, of course, the 13,000 late term, 3rd trimester terminations). Let's say 90% of these are to protect life of mother, rape, incest, or severe genetic disorder.  That still leaves 2,500 that are volitional. Total number of gun deaths in America due to assault weapons in average calendar year?  Huffpost figures about 180, with about double that many injuries.At least now we are talking about actual data. ",random,17,False
126,127,3,3,NyTimes,"[Greenhouse Gas Emissions, Global Warming, Agriculture and Farming, Carbon Dioxide, Oceans and Seas, Third World and Developing Countries, Mercy Corps, Bangladesh, Marriages]",15,"Climate changes. It is a constant process, and has been going on for at least a few billion years. Climate changes, and ours is no exception. The climate of today will not be the climate of the next decade, and a 1000 years from now earth may be near unrecognizable.",news-agency,44,True
127,128,3,3,NyTimes,"[Greenhouse Gas Emissions, Global Warming, Agriculture and Farming, Carbon Dioxide, Oceans and Seas, Third World and Developing Countries, Mercy Corps, Bangladesh, Marriages]",15,"I first started to read newspaper articles about climate, back in the early 70’s . At that time, they were warning about the coming ice age! They couldn’t sell that at all, so they switched to global warming! That lasted a couple of decades, until it was reported that the planet’s temperature hadn’t really budged! Then they came up with the generic term, climate change! This could now be used for any and all extreme weather! Today, they’re pushing it for another reason and it doesn’t bode well for Americans!",news-agency,43,True
128,129,3,3,NyTimes,"[Greenhouse Gas Emissions, Global Warming, Agriculture and Farming, Carbon Dioxide, Oceans and Seas, Third World and Developing Countries, Mercy Corps, Bangladesh, Marriages]",15,"Americans will only pay attention to devastating climate events when they happen to them (e.g., Houston, New Orleans, Boston, Miami, NYC). The hue and cry will rise once there is a proven track record of recurring flooding in vulnerable parts of the U.S. coastal system. Unhappily, this is likely to occur sooner rather than later - and then, it will likely be too late for any remedies save the most expensive and disruptive ones.",news-agency,45,True
129,130,3,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",18,"But rally attendance is pretty insignificant when it comes to the big picture. Sure, there are excited and committed fans on each side. Trump knows how to make a spectacle and draw a crowd. He has always been excellent at branding.",sentiment,54,False
130,131,3,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,Shes toast.,random,47,False
131,132,3,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",18,"One thing about Donald Trump is that ""he is what he is"". Love him or hate him. He doesnt change personalities according to whichever group of people he is talking to.",sentiment,52,True
132,133,3,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,"Nikki just told us on the FOX town hall tonight that while Trump broke things, she will fix them.",random,48,False
133,134,3,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",18,"A leader does not change his goals and principles to be political correct. We have not had anyone like that for decades until what was his name....oh yea Trump his goal is still the same MAGA. To keep us a democracy, and out of the totalitarian rule of the NWO. Understand this all your liberal haters of democracy, I am not a Trumper. I am not republican or democrat I am an American. Trump is an American 1st before he is a republican. He says thing other Americans have been saying before he ran in 2016. With out him in the HW again this nation will continue to do what the globalist want..collapse. ",sentiment,53,True
134,135,3,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",16,Like Obama or Hillarys book sales.,random,46,False
135,136,3,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",7,"You're confused. A fetus does not have a right to use my body.  You can use ridiculous turns of phrase like ""lethal disposal rights"" all you want, but the reality of the situation is that the fetus is infringing on *my rights* by using *my body* without my permission. Therefore, I may remove it. ",stance,21,True
136,137,3,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",7,"I suspect Trump has enabled a few abortions in his day. GW Bush supported one too. The hypocrisy is blinding.Meanwhile, nobody is blocking funding of male enhancements. If men got pregnant, this would all be different.Every sperm is sacred - https://www.youtube.com/watch?v=fUspLVStPbkWomen and babies already born, not so much.Meanwhile, the health care for families, men, women and children, that is 97% of Planned Parenthood suffers. The lie that other clinics can and do provide similar care is appalling.So lives are only important before they are born. Whited sepulchers all.",stance,20,False
137,138,3,2,NyTimes,"[Abortion, Birth Control and Family Planning, Politics and Government, States (US), Women's Rights, Women and Girls]",7,"If Medicare and Title X reimbursement were not available to patients of PP, PP would either be unable to do the procedure or would, in some cases, charge less money (and take the hit themselves).  Money would not be diverted from the provision of abortions and thus the provision of Medicare and Title X funds doesn't free money for abortions.  Where funds can't be transferred, they aren't fungible.  Your fungibility argument is simplistic and ill-considered.""Finally, your argument presupposes that abortions are available only via PP and nowhere else, a false assumption on its face. ""Your position is ill-informed.  Although PP only does a third of abortions, they are often the only local non-profit provider and can service poorer people that for-profit small clinics can't.  Further, it has been shown that when PP clinics close, other places don't pick up the slack, further substantiating that women who go to it for its services, including abortion, may not have a plethora of alternatives.  Thus, many women would be forced to carry a fetus to term.http://www.vox.com/2015/9/24/9373721/planned-parenthood-go-somewhere-else",stance,19,False
138,139,3,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",1,"How to characterized those people who are either Trump staff, or congressmen and senators that are busy enacting his programs, and theirs.The question is, what do they get out of it? No one does anything for no reason. It may seem that way at times, but all his enablers have a motive. Spicer gives me the creeps. The first time I saw him speak I immediately thought Goebbels, but then Conway came on and they both fit the same mold. Now we also have Nunez, who comes from a district where the majority of residents can not vote. He is supported by some very wealthy raisin growers, This is Grapes of Wrath country, he has not had much opposition, Trump is his passport to bigger things, maybe a post in Siberia. And Ryan, he has had a dislike for anyone who has to rely on public assistance, except himself of course. So we have a whole menagerie of misfits and ideological nihilists getting their chance to see just how miserable they can make everyone else. They all need each other to do this. So if you wonder how any of them can stomach even being around Trump, they compliment each other.But that does not answer the question. We see a whole horde of opinions, speculation, even some sane ideas, and the usual answer is ""Follow the money."" But that does not seem to be the motive here. The other common comment is Fascism, they exhibit the characteristics of Il Duce, and others. We know Trump runs his organizations like that. They all want to keep the rest of us in line.",random,3,True
139,140,3,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",4,"Don't you lunatics ever stop. Your so called 'newspaper' has morphed into a 24/7 hate rag, spewing non stop bile toward Trump. Just like your campaign to deify Hillary as the most qualified candidate ever, your assault on Trump will boomerang. Frankly, I no longer read the NYT for serious news and commentary, but only for the entertainment value associated with seeing how stupid, paranoid and incoherent are the Times opinionators and 99% of published comments. I wrote a comment here in the summer of 2015, that Trump was likely to win the Presidency, prefaced by my declaration that 'you people don't get it'. You didn't get it then, you don't get it now, and you'll never get it going forward, because your understanding of human nature is stunted.",emotion,12,False
140,141,3,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",4,"On ""I inherited a mess"" - I think this is just one more example of Trump's astonishment about the realities of his new job. He had no idea how government works, from the structural realities of three branches of government to the complexities of policy making at home and the huge global and geopolitical threats. I think too about his astonishing comment at his press conference about uranium and the devastation of nuclear holocaust - it was as if he had never before understood the seriousness of nuclear confrontation. Learning about these realities as if for the first time is stunning to him and it's easy and politically expedient to blame his predecessor. Running the executive branch of the US government and running a family business are two very different things. The big problem that he is someone who is simultaneously opinionated, uninformed and incurious, thin-skinned, overwhelmed, and easily manipulated by those who know how to play him. He failed to read the job description for the position he eventually got, and now he is stunned by where he finds himself. ",emotion,11,True
141,142,3,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",4,"Millions of people voted for Trump because he ""wasn't a politician"". Today many of those same voters are falling all over themselves because he ""acted like a politician"". But neither really matters. Whether his persona du jour is reprehensible or rehearsed, he's still the same empty shell - spiritually, intellectually, and emotionally. ",emotion,10,False
142,143,3,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",1,"Oh Gail...how I wish your column was longer so that you could have done an evaluation of all of DJT's ""accomplishments"" and appointees and hangers-on as well! I went to a Trump Rally because I wanted to see fellow members of the human race and try to understand what his appeal was.  That event did two things...the people there reminded me of a Christian fundamentalist event I went to with a friend when I was young, or a Native American pow-wow where the drumbeats were hypnotic. The Trump rally was like a cult gathering...blind devotion. The second thing was that my name is now on a Trump mailing list, and I get the weekly updates...they are basically re-election campaign emails full of empty rhetoric. I recently visited the WhiteHouse.gov website and almost cried at the difference from when Obama was president. It is now a symbol of a parallel universe so far from the truth or any actual facts that it is mind-boggling. I am a 70 yr old who became an American citizen when I was 7. I shall not live long enough to see our nation recover from the damage that this man and his sycophants have wrought upon us. The only bright shaft of hope comes from the fact that at least half of our country have been spurred to act in defense of our tenets and values that have made us proud to be Americans. I hope they have boundless energy, because I fear it is going to be a long effort to return to some kind of normalcy.",random,1,True
143,144,3,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",1,Trump didn't push Ryan over the edge. He might have given Ryan the courage to let everyone know even more clearly who he is.,random,2,False
144,145,3,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",24,"I wouldn't hope or even try to convince you that abortion isn't premeditated murder. You are expressing the religious view that life begins at conception, and that an embryo has a fully formed soul. Most of us don't believe that. If we did, then every 8 cell embryo that miscarried unnoticed would be unbaptized and forever damned. If we believed that, thee could be no abortion exceptions, not for rape or for incest.But we don't believe that. In fact, most of us are horrified at the brutality of forcing an eleven year child raped by her uncle to endure pregnancy and childbirth. Viewing abortion as murder is a religious view which doesn't listen to argument or reason.  You  are certainly entitled to believe that and you may live your life accordingly. What you are not entitled to is impose your religion on the rest of us who do not believe that the thing that makes us different from a tree or a dog or a bean, the thing we call a soul,  comes into existence the moment a sperm cell hits the side of an egg cell.And we all have to live together.  Catholics, Muslims, Protestants, Jews, Atheists and Agnostics, Hindus and the whole rest of the tribes.  The only way we can make this work is to leave government out of religion and religion out of government.",emotion,71,True
145,146,3,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",24,"Most of the US has no idea what actually happens (by calculated design and deception) with an abortion, and if they did, all but the psycho/sociopaths would be totally against it. This is why Planned Parenthood and the progressives (both, on the commie-red left, and the labeled-red right) had to destroy Daleiden and bury all of the videos of the disgusting business and ""business dealings"". Abortion is only legal because of the deception perpetrated against the entire population, and especially directed at women ... at the most vulnerable moment in their life. Once the deception is uncovered, then the emotional and psychological healing of the trauma of abortion (which was intentionally directed at would-be mothers by the progressive left) can begin. Babies are good. Killing babies is bad. All is forgiven and every tear will be wiped away ... *if* we repent ,,, and *if* we turn away from the sin ,,, and go and sin no more.",emotion,72,True
146,147,3,5,Breitbart,"[Abortion,ACLU,Amendment,ballot initiatives,Ballot Measure,Elections,Florida,Planned Parenthood,pro-abortion activists,reproductive health,reproductive rights,unborn babies]",24, “It’s just tissue dividing or clumps of cells in the first trimester” is a blatant lie that has been sold since the 70s. Women are grieving abortions after learning truth too late. Raising a child that had a sibling they terminated takes a toll on their sole.,emotion,70,False
147,148,3,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",27,"Climate change is a State matter.  With the Sun revolving around an earth that is but 4,372 years old, we know from the written record that climate change is a local matter caused by creator wrath at unremediated-inherited sin. I have never met any scientist who believes in climate change. I was reminded by a science teacher that the last occurrence of verifiable global warming was when the sun stood still for an extra day. Sea levels did not increase then.I will admit there was a time when sea levels rose too  Rain was the reason - the dome that separates the waters from the earth broke open.  There is a simple experiment you can do at home that proves that cracks in the dome that separates the waters from the earth and not global warming are the cause of any increase in water levels. Drop ice cubes into a pitcher of water.  When the ice melts the water level in the pitcher goes down slightly.  Next, Take a plastic storage bag filled to water on top of the same pitcher of water.  Poke a hole in the plastic bag and allow the water to drain into the pitcher.  The water level in the pitcher will rise. ",stance,81,False
148,149,3,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",26,Adding more CO2 doesnt necessarily mean more or better plant growth.,random,76,False
149,150,3,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",26,"Lancet at its best was always a kinda, sorta sciency magazine. Now, it offers nothing.",random,78,False
150,151,3,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",27,"AGW believers' suggestion that there's a real danger is based on their false assumption that they know a lot about the situation. And some people blindly trust those scientists because they are successful in their propaganda, not because of the scientific facts. And using their fictional narrative they try to change the lives of the whole earth's population. It's really scary - having no proof, not knowing what's going on, putting as a evidence not even a guess but just a desired explanation for their action - they want to start some imagined fight affecting existence of billions of people. They are not prudent.  Prudent is the real science and not shouting down your opponents. Immeasurably Irresponsible and dangerous - that's what those ""believers"" are.Those scientists cannot predict what will happen in 5-10 years. They don't know the nature's secrets and have no idea how the nature works. But they insist that their incomplete and totally unreliable models can tell what will happen in a hundred years. It's not just an arrogance, it's a fraud.http://www.nytimes.com/2016/03/16/science/global-warming-climate-change-...http://www.bbc.com/earth/story/20140916-the-corals-that-come-back-from-t...http://www.nytimes.com/2016/08/16/science/coral-reef-climate-change.html...",stance,79,False
151,152,3,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",27,"@Barry of Nambucca,You still believe in those ""adjusted"" numbers? So ask why those numbers always adjusted and always in order to get higher temperatures?The honesty of all these figures was perfectly presented in the Times' article about record Earth's temperatures for the third year in a row.https://www.nytimes.com/2017/01/18/science/earth-highest-temperature-rec...Do you see the record numbers?A record without a number of the record!And the numbers won't come from graphics either... It's 0.01 degree at 0.1 margin of errorIt's like saying a person leads in a poll by 3 points with the margin of error being 30 points.""Scientists at the Met Office and East Anglia University found 2016 was 1.1 degrees Celsius warmer than the average between 1850 and 1900.This puts 2016 only nominally ahead of 2015 by just 0.01C – within the 0.1C margin of error""http://www.independent.co.uk/environment/dangerous-climate-change-time-r...Yes, continue to believe. As you probably believe that the reason AGW was renamed Climate Change has nothing to do with difficulty to prove this Anthropogenic Global Warming.",stance,80,True
152,153,3,6,Breitbart,"[climate alarmism,Climate Change,Global Warming,The Lancet]",26,There fixed the headline for ya.,random,77,False
153,154,3,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",20,"      It's not exactly sufficient simply to pin a racist tag on all of Trump supporters.  A lot of Trump supporters voted for him because they continue to be infuriated by what they perceive as the moral chaos of the Democratic left.   The problem is that some of his supporters do not perceive that the deep cynicism of his politics is based on his passion for self-glorification, the utter debasement of his pretentious manipulation of the religious right.  These people are victims of their own self-deception.  It is, however, true that a big portion of his supporters--who knows what fraction?--actually share the cynicism, including the racism.  This is what makes a serious analysis of his political support so maddeningly complex and insidious.      ",news-agency,60,True
154,155,3,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",20,"Based on your stereotypes of Trump, you have obviously bought into the fake press Washington narrative about Trump saying there are fine white supremacists even though he said exactly the opposite. Just like he said to go to the Capitol peacefully and patriotically to have your voices heard. The Washington press has been inbreeding with the Washington insiders for a hundred years. They no longer act as an honest and objective press to keep the government honest, Instead, they now act as the propaganda arm meant to turn all of the power and money and control over to the powerful. That is why they also supported sweeping fraud claims and calls for audits of the contested states under the rug without ever shining a light on them. You should be ashamed of pushing the the fake race bs that does nothing but divide America into racial groups. If you guys would stop playing sick race games we could actually come together as one human race and one nation. Wake up.",news-agency,58,False
155,156,3,4,Breitbart,"[Donald Trump,globalism,Globalists,Iowa,Nikki Haley]",20,"One thing about Donald Trump is that ""he is what he is"". Love him or hate him. He doesnt change personalities according to whichever group of people he is talking to.",news-agency,59,False
156,157,3,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",5,"Trump had the power to declassify.. said he did, so no classified documents.... Trump had the authority to take certain documents with him, so no document case.... Trump did not incite any violence... nor did he tell anyone to cheat... in Georgia he asked about the thousands of questionable and fraudulent ballots, those with fake addresses, those who had moved, those ballots that needed to be investigated and reviewed... which might have changed the results... and all of that was perfectly legal.",news-agency,13,True
157,158,3,1,NyTimes,"[United States Politics and Government, Trump Donald J, Spicer Sean M (1971- ), Ryan Paul D Jr, Priebus Reince R, Nunes Devin G, Christie Christopher J, Flynn Michael G (1983- ), Mines and Mining, Russia]",5,"Don't you lunatics ever stop. Your so called 'newspaper' has morphed into a 24/7 hate rag, spewing non stop bile toward Trump. Just like your campaign to deify Hillary as the most qualified candidate ever, your assault on Trump will boomerang. Frankly, I no longer read the NYT for serious news and commentary, but only for the entertainment value associated with seeing how stupid, paranoid and incoherent are the Times opinionators and 99% of published comments. I wrote a comment here in the summer of 2015, that Trump was likely to win the Presidency, prefaced by my declaration that 'you people don't get it'. You didn't get it then, you don't get it now, and you'll never get it going forward, because your understanding of human nature is stunted.",news-agency,15,False
